medal_type,medal_code,medal_date,name,gender,discipline,event,event_type,url_event,code,country_code,country
Gold Medal,1,45511,Erislandy ALVAREZ BORGES,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--,1555537,CUB,Cuba
Silver Medal,2,45511,Sofiane OUMIHA,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--,1879111,FRA,France
Gold Medal,1,45511,Oleksandr KHYZHNIAK,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--,1564362,UKR,Ukraine
Silver Medal,2,45511,Nurbek ORALBAY,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--,1932824,KAZ,Kazakhstan
Bronze Medal,3,45511,Esra YILDIZ KAHRAMAN,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/sfnl000100--,1568204,TUR,T�rkiye
Bronze Medal,3,45511,Nesthy PETECIO,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/sfnl000200--,1979904,PHI,Philippines
Gold Medal,1,45511,Australia,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------,CTRMPURTEAM4AUS01,AUS,Australia
Silver Medal,2,45511,Great Britain,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------,CTRMPURTEAM4GBR01,GBR,Great Britain
Bronze Medal,3,45511,Italy,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------,CTRMPURTEAM4ITA01,ITA,Italy
Gold Medal,1,45511,United States,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------,CTRWPURTEAM4USA01,USA,United States
Silver Medal,2,45511,New Zealand,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------,CTRWPURTEAM4NZL01,NZL,New Zealand
Bronze Medal,3,45511,Great Britain,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------,CTRWPURTEAM4GBR01,GBR,Great Britain
Gold Medal,1,45511,Matt WEARN,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--,1945990,AUS,Australia
Silver Medal,2,45511,Pavlos KONTIDES,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--,1905347,CYP,Cyprus
Bronze Medal,3,45511,Stefano PESCHIERA,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--,1944316,PER,Peru
Gold Medal,1,45511,Marit BOUWMEESTER,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--,1970500,NED,Netherlands
Silver Medal,2,45511,Anne-Marie RINDOM,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--,1895121,DEN,Denmark
Bronze Medal,3,45511,Line Flem HOEST,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--,1878602,NOR,Norway
Gold Medal,1,45511,Keegan PALMER,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--,1946074,AUS,Australia
Silver Medal,2,45511,Tom SCHAAR,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--,1944247,USA,United States
Bronze Medal,3,45511,Augusto AKIO,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--,1955669,BRA,Brazil
Gold Medal,1,45511,Aleksandra MIROSLAW,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------,1563327,POL,Poland
Silver Medal,2,45511,DENG Lijuan,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------,1913702,CHN,China
Bronze Medal,3,45511,Aleksandra KALUCKA,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------,1563321,POL,Poland
Gold Medal,1,45511,PARK Taejoon,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--,1904040,KOR,Korea
Silver Medal,2,45511,Gashim MAGOMEDOV,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--,1946883,AZE,Azerbaijan
Bronze Medal,3,45511,Cyrian RAVET,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/repf000100--,1893274,FRA,France
Bronze Medal,3,45511,Mohamed Khalil JENDOUBI,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/repf000200--,1947736,TUN,Tunisia
Gold Medal,1,45511,Panipak WONGPATTANAKIT,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/fnl-000100--,1902841,THA,Thailand
Silver Medal,2,45511,GUO Qing,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/fnl-000100--,1910372,CHN,China
Bronze Medal,3,45511,Mobina NEMATZADEH,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/repf000100--,1536064,IRI,IR Iran
Bronze Medal,3,45511,Lena STOJKOVIC,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/repf000200--,1569986,CRO,Croatia
Gold Medal,1,45511,LI Fabin,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--,1918372,CHN,China
Silver Medal,2,45511,Theerapong SILACHAI,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--,1898059,THA,Thailand
Bronze Medal,3,45511,Hampton MORRIS,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--,1917153,USA,United States
Gold Medal,1,45511,HOU Zhihui,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--,1918377,CHN,China
Silver Medal,2,45511,Mihaela Valentina CAMBEI,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--,1550148,ROU,Romania
Bronze Medal,3,45511,Surodchana KHAMBAO,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--,1898024,THA,Thailand
Gold Medal,1,45511,KUSAKA Nao,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,1939692,JPN,Japan
Silver Medal,2,45511,Demeu ZHADRAYEV,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,1958652,KAZ,Kazakhstan
Bronze Medal,3,45511,Malkhas AMOYAN,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000100--,1532873,ARM,Armenia
Bronze Medal,3,45511,Akzhol MAKHMUDOV,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000200--,1566627,KGZ,Kyrgyzstan
Gold Medal,1,45511,Mohammadhadi SARAVI,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,1544897,IRI,IR Iran
Silver Medal,2,45511,Artur ALEKSANYAN,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,1532872,ARM,Armenia
Bronze Medal,3,45511,Gabriel Alejandro ROSILLO KINDELAN,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000100--,1571504,CUB,Cuba
Bronze Medal,3,45511,Uzur DZHUZUPBEKOV,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000200--,1566601,KGZ,Kyrgyzstan
Gold Medal,1,45511,Sarah Ann HILDEBRANDT,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/fnl-000100--,1955373,USA,United States
Silver Medal,2,45511,Yusneylis GUZMAN LOPEZ,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/fnl-000100--,1571747,CUB,Cuba
Bronze Medal,3,45511,SUSAKI Yui,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/repf000100--,1939712,JPN,Japan
Bronze Medal,3,45511,FENG Ziqi,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/repf000200--,1920000,CHN,China
Gold Medal,1,45512,Grant HOLLOWAY,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--,1960961,USA,United States
Silver Medal,2,45512,Daniel ROBERTS,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--,1965223,USA,United States
Bronze Medal,3,45512,Rasheed BROADBELL,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--,1901251,JAM,Jamaica
Gold Medal,1,45512,Letsile TEBOGO,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--,1936983,BOT,Botswana
Silver Medal,2,45512,Kenneth BEDNAREK,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--,1960659,USA,United States
Bronze Medal,3,45512,Noah LYLES,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--,1960173,USA,United States
Gold Medal,1,45512,Arshad NADEEM,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--,1878563,PAK,Pakistan
Silver Medal,2,45512,Neeraj CHOPRA,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--,1550250,IND,India
Bronze Medal,3,45512,Anderson PETERS,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--,1573418,GRN,Grenada
Gold Medal,1,45512,Sydney McLAUGHLIN-LEVRONE,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--,1965308,USA,United States
Silver Medal,2,45512,Anna COCKRELL,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--,1960581,USA,United States
Bronze Medal,3,45512,Femke BOL,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--,1972078,NED,Netherlands
Gold Medal,1,45512,Tara DAVIS-WOODHALL,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--,1960711,USA,United States
Silver Medal,2,45512,Malaika MIHAMBO,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--,1920175,GER,Germany
Bronze Medal,3,45512,Jasmine MOORE,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--,1965250,USA,United States
Gold Medal,1,45512,Hasanboy DUSMATOV,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--,1556045,UZB,Uzbekistan
Silver Medal,2,45512,Billal BENNAMA,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--,1879110,FRA,France
Bronze Medal,3,45512,Charlie SENIOR,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/sfnl000100--,1940136,AUS,Australia
Bronze Medal,3,45512,Javier IBANEZ DIAZ,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/sfnl000200--,1555185,BUL,Bulgaria
Gold Medal,1,45512,CHANG Yuan,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--,1926832,CHN,China
Silver Medal,2,45512,Hatice AKBAS,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--,1568186,TUR,T�rkiye
Bronze Medal,3,45512,Caitlin PARKER,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/sfnl000100--,1940134,AUS,Australia
Bronze Medal,3,45512,Cindy Winner DJANKEU NGAMBA,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/sfnl000200--,1894537,EOR,EOR
Gold Medal,1,45512,LIU/JI,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------,CSPMC2-500M-CHN01,CHN,China
Silver Medal,2,45512,CASADEI/TACCHINI,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------,CSPMC2-500M-ITA01,ITA,Italy
Bronze Medal,3,45512,MORENO/DOMINGUEZ,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------,CSPMC2-500M-ESP01,ESP,Spain
Gold Medal,1,45512,Germany,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------,CSPMK4-500M-GER01,GER,Germany
Silver Medal,2,45512,Australia,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------,CSPMK4-500M-AUS01,AUS,Australia
Bronze Medal,3,45512,Spain,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------,CSPMK4-500M-ESP01,ESP,Spain
Gold Medal,1,45512,New Zealand,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------,CSPWK4-500M-NZL01,NZL,New Zealand
Silver Medal,2,45512,Germany,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------,CSPWK4-500M-GER01,GER,Germany
Bronze Medal,3,45512,Hungary,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------,CSPWK4-500M-HUN01,HUN,Hungary
Gold Medal,1,45512,Benjamin THOMAS,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--,1895717,FRA,France
Silver Medal,2,45512,Iuri LEITAO,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--,1933816,POR,Portugal
Bronze Medal,3,45512,Fabio van den BOSSCHE,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--,1915370,BEL,Belgium
Gold Medal,1,45512,Ellesse ANDREWS,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------,1945040,NZL,New Zealand
Silver Medal,2,45512,Hetty van de WOUW,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------,1969180,NED,Netherlands
Bronze Medal,3,45512,Emma FINUCANE,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------,1912522,GBR,Great Britain
Gold Medal,1,45512,XIE Siyi,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,1901550,CHN,China
Silver Medal,2,45512,WANG Zongyuan,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,1901549,CHN,China
Bronze Medal,3,45512,Osmar OLVERA IBARRA,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,1535349,MEX,Mexico
Bronze Medal,3,45512,Morocco,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000200--,FBLMTEAM11--MAR01,MAR,Morocco
Gold Medal,1,45512,Netherlands,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000100--,HOCMTEAM11--NED01,NED,Netherlands
Silver Medal,2,45512,Germany,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000100--,HOCMTEAM11--GER01,GER,Germany
Bronze Medal,3,45512,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,HOCMTEAM11--IND01,IND,India
Gold Medal,1,45512,Sharon van ROUWENDAAL,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--,1972515,NED,Netherlands
Silver Medal,2,45512,Moesha JOHNSON,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--,1945588,AUS,Australia
Bronze Medal,3,45512,Ginevra TADDEUCCI,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--,1925804,ITA,Italy
Gold Medal,1,45512,VADLAU/MAEHR,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,SALX470-----AUT01,AUT,Austria
Silver Medal,2,45512,OKADA/YOSHIOKA,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,SALX470-----JPN01,JPN,Japan
Bronze Medal,3,45512,DAHLBERG/KARLSSON,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,SALX470-----SWE01,SWE,Sweden
Gold Medal,1,45512,TITA/BANTI,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,SALXNACRA17-ITA01,ITA,Italy
Silver Medal,2,45512,MAJDALANI/BOSCO,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,SALXNACRA17-ARG01,ARG,Argentina
Bronze Medal,3,45512,WILKINSON/DAWSON,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,SALXNACRA17-NZL01,NZL,New Zealand
Gold Medal,1,45512,Eleanor ALDRIDGE,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--,1899728,GBR,Great Britain
Silver Medal,2,45512,Lauriane NOLOT,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--,1559512,FRA,France
Bronze Medal,3,45512,Annelous LAMMERTS,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--,1970517,NED,Netherlands
Gold Medal,1,45512,Veddriq LEONARDO,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------,1940329,INA,Indonesia
Silver Medal,2,45512,WU Peng,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------,1913699,CHN,China
Bronze Medal,3,45512,Sam WATSON,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------,1950309,USA,United States
Gold Medal,1,45512,Ulugbek RASHITOV,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--,1887714,UZB,Uzbekistan
Silver Medal,2,45512,Zaid KAREEM,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--,1537401,JOR,Jordan
Bronze Medal,3,45512,LIANG Yushuai,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/repf000100--,1910367,CHN,China
Bronze Medal,3,45512,Edival PONTES,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/repf000200--,1955815,BRA,Brazil
Gold Medal,1,45512,KIM Yujin,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/fnl-000100--,1904038,KOR,Korea
Silver Medal,2,45512,Nahid KIYANICHANDEH,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/fnl-000100--,1536067,IRI,IR Iran
Bronze Medal,3,45512,Skylar PARK,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/repf000100--,1966505,CAN,Canada
Bronze Medal,3,45512,Alizadeh KIMIA,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/repf000200--,2493835,BUL,Bulgaria
Gold Medal,1,45512,Rizki JUNIANSYAH,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--,1941786,INA,Indonesia
Silver Medal,2,45512,Weeraphon WICHUMA,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--,1898067,THA,Thailand
Bronze Medal,3,45512,Bozhidar Dimitrov ANDREEV,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--,1902787,BUL,Bulgaria
Gold Medal,1,45512,LUO Shifang,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--,1918379,CHN,China
Silver Medal,2,45512,Maude CHARRON,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--,1965815,CAN,Canada
Bronze Medal,3,45512,KUO Hsing-Chun,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--,1569563,TPE,Chinese Taipei
Gold Medal,1,45512,Saeid ESMAEILI LEIVESI,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/fnl-000100--,1544928,IRI,IR Iran
Silver Medal,2,45512,Parviz NASIBOV,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/fnl-000100--,1550119,UKR,Ukraine
Bronze Medal,3,45512,Hasrat JAFAROV,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000100--,1981760,AZE,Azerbaijan
Bronze Medal,3,45512,Luis Alberto ORTA SANCHEZ,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000200--,1571498,CUB,Cuba
Gold Medal,1,45512,Semen Sergeevich NOVIKOV,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/fnl-000100--,1559471,BUL,Bulgaria
Silver Medal,2,45512,Alireza MOHMADIPIANI,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/fnl-000100--,1544880,IRI,IR Iran
Bronze Medal,3,45512,Zhan BELENIUK,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/repf000100--,1550116,UKR,Ukraine
Bronze Medal,3,45512,Turpal Ali BISULTANOV,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/repf000200--,1879518,DEN,Denmark
Gold Medal,1,45512,FUJINAMI Akari,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--,1939711,JPN,Japan
Silver Medal,2,45512,Lucia Yamileth YEPEZ GUZMAN,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--,1960228,ECU,Ecuador
Bronze Medal,3,45512,CHOE Hyo Gyong,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/repf000100--,1980149,PRK,DPR Korea
Bronze Medal,3,45512,PANG Qianyu,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/repf000200--,1920006,CHN,China
Gold Medal,1,45513,Canada,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,ATHM4X100M--CAN01,CAN,Canada
Silver Medal,2,45513,South Africa,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,ATHM4X100M--RSA01,RSA,South Africa
Bronze Medal,3,45513,Great Britain,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,ATHM4X100M--GBR01,GBR,Great Britain
Gold Medal,1,45513,Rai BENJAMIN,M,Athletics,Men's 400m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--,1960684,USA,United States
Silver Medal,2,45513,Karsten WARHOLM,M,Athletics,Men's 400m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--,1894095,NOR,Norway
Bronze Medal,3,45513,Alison dos SANTOS,M,Athletics,Men's 400m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--,1951913,BRA,Brazil
Gold Medal,1,45513,Jordan Alejandro DIAZ FORTUN,M,Athletics,Men's Triple Jump,ATH,/en/paris-2024/results/athletics/men-s-triple-jump/fnl-000100--,1904099,ESP,Spain
Silver Medal,2,45513,Pedro PICHARDO,M,Athletics,Men's Triple Jump,ATH,/en/paris-2024/results/athletics/men-s-triple-jump/fnl-000100--,1938792,POR,Portugal
Bronze Medal,3,45513,Andy DIAZ HERNANDEZ,M,Athletics,Men's Triple Jump,ATH,/en/paris-2024/results/athletics/men-s-triple-jump/fnl-000100--,1552375,ITA,Italy
Gold Medal,1,45513,Beatrice CHEBET,W,Athletics,"Women's 10,000m",ATH,/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--,1910560,KEN,Kenya
Silver Medal,2,45513,Nadia BATTOCLETTI,W,Athletics,"Women's 10,000m",ATH,/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--,1552305,ITA,Italy
Bronze Medal,3,45513,Sifan HASSAN,W,Athletics,"Women's 10,000m",ATH,/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--,1972105,NED,Netherlands
Gold Medal,1,45513,United States,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,ATHW4X100M--USA01,USA,United States
